,name,occupation,dob,country
2266,Khushwant Singh,"novelist, poet, writer, journalist",,india
2267,Dr. Manmohan Singh,prime minister,,india
2268,Shaheed Bhagat Singh,freedom fighter,,india
2269,V. P. Singh,former prime minister,,india
2270,Francis Newton Souza,artist,,india
2271,Yellapragada Subbarao,biochemist,,india
2272,Majrooh Sultanpuri,"poet, lyricist",,india
2273,Abanindranath Tagore,"artist, painter",,india
2274,Debendranath Tagore,theologian,,india
2275,Rabindranath Tagore,"poet, painter, playwright, screenwriter, author",,india
2276,Jamsetji Tata,industrialist,,india
2277,Sachin Tendulkar,cricket player,,india
2278,Ganapathi Thanikaimoni,"botanist, palynologist",,india
2279,Bal Gangadhar Tilak,father of the Indian National movement,,india
2280,Atal Bihari Vajpayee,former prime minister,,india
2281,Mahadevi Varma,poet,,india
2282,Raja Ravi Varma,"painter, artist",,india
2283,Ramaswamy Venkataraman,former president,,india
2284,Nirmal Verma,"novelist, writer, activist, translator",,india
2285,Ishwar Chandra Vidasagar,"reformist, writer, academic",,india
2286,M. Visvesvaraya,"engineer, statesman",,india
2287,Vivekananda,"spiritual leader, activist",,india
2288,C. R. Vyas,singer,,india
